product_id;product_name;brand_name;product_class_id;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth
570;Atomic Mints;Atomic;38;17.5;15.5;f;t;32;9;19.6;21.1;5.86
571;Atomic White Chocolate Bar;Atomic;36;10.4;8.39;f;f;31;8;6.66;17.6;7.45
572;Shady Lake Ravioli;Shady Lake;5;8.94;5.93;f;f;11;9;9.85;22.2;19.8
573;Shady Lake Manicotti;Shady Lake;5;19.7;18.7;t;t;9;10;4.48;3.23;15.8
574;Shady Lake Spaghetti;Shady Lake;5;19;17;t;f;29;11;13.4;3.46;12.9
575;Shady Lake Thai Rice;Shady Lake;57;11;8;t;t;26;7;7.64;16.5;9.69
576;Shady Lake Rice Medly;Shady Lake;57;18.6;16.6;t;t;11;12;16.2;8.5;9.2
577;Walrus Imported Beer;Walrus;43;6.11;3.11;t;f;31;9;15.8;20.1;17.5
578;Walrus Light Wine;Walrus;44;9.38;8.38;t;f;9;8;10.5;21.4;6.5
579;Walrus Chardonnay Wine;Walrus;44;15.7;13.6;f;f;35;9;22.5;19.6;19.5
580;Walrus Chablis Wine;Walrus;44;19.9;17.8;f;f;29;6;21.4;16.6;18.2
581;Walrus Merlot Wine;Walrus;44;19.4;17.3;t;f;6;14;10.8;9.99;3.24
582;Walrus Chardonnay;Walrus;44;9.9;6.89;t;f;32;6;22.7;8.21;16.2
583;Walrus White Zinfandel Wine;Walrus;44;19.4;17.3;t;f;18;7;11.9;3.33;13.2
584;Walrus Light Beer;Walrus;43;17.6;15.6;f;f;31;6;21.3;16.5;18.8
585;Colony Pumpernickel Bread;Colony;27;8.08;5.07;f;t;21;7;13.3;14.7;11.8
586;Colony White Bread;Colony;27;18.9;16.8;t;f;2;8;17.8;21.3;10.3
587;Colony Rye Bread;Colony;27;7.71;5.71;f;f;18;6;4.43;20.8;18.2
588;Colony English Muffins;Colony;26;7.55;5.55;f;f;35;8;14.4;4.41;15.1
589;Colony Cranberry Muffins;Colony;26;16.4;15.3;t;f;35;12;18.1;11.7;12.1
590;Colony Muffins;Colony;26;6.14;3.13;f;f;33;8;19.2;19;17.2
591;Colony Bagels;Colony;25;8.72;6.72;f;t;13;8;12.9;15;20.8
592;Colony Blueberry Muffins;Colony;26;12.7;11.6;t;f;30;6;3.16;17.8;21.4
593;Colony Wheat Bread;Colony;27;12;10;t;f;26;13;22.1;12.4;16
594;Landslide Sesame Oil;Landslide;49;7.27;4.26;t;f;4;10;9.48;22.4;9.45
595;Landslide Chunky Peanut Butter;Landslide;53;7.95;4.94;t;f;31;10;15.5;4.96;3.61
596;Landslide Hot Chocolate;Landslide;51;10.4;8.39;f;t;28;13;21.4;13.2;9.7
597;Landslide Brown Sugar;Landslide;50;19.3;16.2;t;t;19;12;20.3;8.61;21.1
598;Landslide White Sugar;Landslide;50;10.3;9.3;t;f;25;8;8.2;14.9;10.8
599;Landslide French Roast Coffee;Landslide;90;9.79;7.78;t;f;21;9;5.55;9.6;10.4
600;Landslide Decaf Coffee;Landslide;90;18.9;16.8;t;f;3;9;11.1;5.79;12.5
601;Landslide Regular Coffee;Landslide;90;14.9;12.8;f;f;9;9;9.02;8.84;3.85
602;Landslide Vegetable Oil;Landslide;49;15.9;13.8;t;f;3;7;12.1;20;18.5
603;Landslide Corn Oil;Landslide;49;16.5;14.5;t;t;19;10;8.1;8.11;15.2
604;Landslide Tomato Sauce;Landslide;48;9.48;6.47;f;f;27;10;6.6;5.74;16.7
605;Landslide Canola Oil;Landslide;49;21.2;20.2;t;f;31;10;15.9;3.49;4.93
606;Landslide Grape Preserves;Landslide;33;11.3;9.3;f;f;20;9;9.31;21.9;17.3
607;Landslide Columbian Coffee;Landslide;90;13.3;10.3;f;f;26;9;13.1;22.4;8.62
608;Landslide Strawberry Jelly;Landslide;31;10.2;8.19;t;f;25;13;15.8;16.6;9.61
609;Landslide Pepper;Landslide;4;11.3;9.3;f;t;2;14;4.08;15.8;13.6
610;Landslide Low Fat Apple Butter;Landslide;33;7.14;5.13;t;t;24;6;13;15.8;11.8
611;Landslide Salt;Landslide;4;15.1;13.1;t;f;30;6;15.6;18.8;13.7
612;Landslide Apple Butter;Landslide;33;11.6;10.6;t;f;12;7;22.7;20.1;11.5
613;Landslide Oregano;Landslide;4;21.1;20.1;t;f;20;7;10.8;19.9;13
614;Landslide Apple Jelly;Landslide;31;16.7;14.7;t;f;24;13;21.7;8.79;21.2
615;Landslide Grape Jam;Landslide;32;18.4;16.3;f;t;34;6;10.3;15.8;5.11
616;Landslide Apple Jam;Landslide;32;21.9;19.8;t;t;13;11;18.8;8.57;20.9
617;Landslide Strawberry Jam;Landslide;32;13.9;10.8;t;t;30;9;21.2;22.7;7.78
618;Landslide Creamy Peanut Butter;Landslide;53;7.28;6.28;t;t;21;7;17.2;21.1;12.1
619;Landslide Strawberry Preserves;Landslide;33;6.14;5.13;f;f;3;8;14;19.1;16.8
620;Landslide Extra Chunky Peanut Butter;Landslide;53;7.8;5.8;t;f;36;12;13.3;7.3;3.26
621;Landslide Apple Preserves;Landslide;33;9.36;7.35;t;f;22;13;4.69;7.69;12.1
622;Landslide Grape Jelly;Landslide;31;6.38;3.38;t;t;28;5;22.3;15.5;4.95
623;Token Berry Juice;Token;30;8.04;7.03;t;f;2;5;11.7;18.1;8.82
624;Token Mango Drink;Token;52;20.4;18.3;t;t;16;12;11.5;8.99;14.9
625;Token Strawberry Drink;Token;52;13.8;10.8;t;f;18;6;10.9;16.5;3.9
626;Token Cream Soda;Token;19;6.73;4.73;f;f;9;14;9.79;12;15.3
627;Token Diet Soda;Token;19;7.64;4.63;t;f;31;13;14.4;14.2;10.1
628;Token Cola;Token;19;16.4;14.3;t;f;12;13;16.5;11.5;17.3
629;Token Diet Cola;Token;19;10;8;f;f;10;12;22.7;4.44;14.3
630;Token Orange Juice;Token;30;11;10;t;f;33;11;7.34;6.72;9.09
631;Token Cranberry Juice;Token;30;19.7;17.7;t;f;7;8;9.47;3.99;16.3
632;Token Apple Juice;Token;30;20.6;18.6;f;f;1;11;14;6.27;11
633;Token Apple Drink;Token;52;15.6;13.6;t;f;33;10;20.2;19.3;7.55
634;Radius Oatmeal;Radius;35;13.1;10.1;t;t;12;9;18.8;21.6;5.2
635;Radius Corn Puffs;Radius;35;7.92;5.92;f;t;34;8;15;22.6;16.2
636;Radius Wheat Puffs;Radius;35;12.2;9.19;f;t;19;8;10.2;15.4;11.7
637;Radius Grits;Radius;35;8.4;7.39;f;t;2;13;12;13.2;22.3
638;Bravo Canned Beets;Bravo;62;6.8;5.8;t;f;22;9;16.5;20;19.7
639;Bravo Creamed Corn;Bravo;62;16.2;14.2;f;f;18;14;4.16;13.2;16.1
640;Bravo Canned String Beans;Bravo;62;9.63;7.63;f;t;20;8;3.52;20.8;5.09
641;Bravo Chicken Soup;Bravo;58;18.5;15.5;t;t;11;7;22.3;16.2;16.5
642;Bravo Canned Yams;Bravo;62;7.39;6.38;t;t;21;7;17.1;21.2;11.9
643;Bravo Vegetable Soup;Bravo;58;9;6;f;f;19;7;7.64;17.2;5.81
644;Bravo Canned Tomatos;Bravo;62;13.4;11.3;f;f;32;10;20.5;3.37;21.3
645;Bravo Noodle Soup;Bravo;58;6.41;5.4;f;f;8;5;5.97;19.8;7.91
646;Bravo Regular Ramen Soup;Bravo;58;6.18;4.17;t;f;1;10;17.2;5.63;9.86
647;Bravo Chicken Noodle Soup;Bravo;58;17.7;15.7;t;f;23;14;15.1;17.5;21
648;Bravo Turkey Noodle Soup;Bravo;58;12.5;11.5;t;f;5;11;21.3;4.13;14.5
649;Bravo Beef Soup;Bravo;58;17.2;14.2;f;t;15;14;8.85;8.08;17.4
650;Bravo Canned Peas;Bravo;62;17.5;15.5;t;t;17;6;21.1;8.36;4.22
651;Bravo Chicken Ramen Soup;Bravo;58;15;13;f;t;19;14;11;7.36;4.38
652;Bravo Canned Tuna in Water;Bravo;93;10.7;9.69;t;f;23;14;20.2;16.2;17.6
653;Bravo Canned Tuna in Oil;Bravo;93;9.71;7.71;t;t;28;13;15.7;11.9;17.3
654;Bravo Large Canned Shrimp;Bravo;94;10.8;7.8;f;f;29;7;13.8;16.7;3.85
655;Bravo Fancy Canned Anchovies;Bravo;95;8.33;5.32;f;t;5;11;15;8.05;8.9
656;Bravo Fancy Canned Clams;Bravo;96;20.4;17.3;t;f;16;6;8.12;13.6;6.99
657;Bravo Fancy Canned Oysters;Bravo;97;19.8;18.7;f;t;2;6;6.03;14.9;11.5
658;Bravo Fancy Canned Sardines;Bravo;98;6.44;5.44;t;f;28;5;9.18;9.84;12.6
659;Bravo Rice Soup;Bravo;58;15.8;14.8;t;t;1;10;18.6;11.8;19.1
660;Applause Canned Mixed Fruit;Applause;3;6.96;3.96;t;t;2;7;5.24;15.9;3.76
661;Applause Canned Peaches;Applause;3;19;17;f;f;20;6;9.29;20.4;14.3
662;Prelude Rosy Sunglasses;Prelude;89;21.5;19.5;t;f;29;9;14.2;4.22;5.44
663;Akron Eyeglass Screwdriver;Akron;103;11.4;10.3;t;f;19;11;15.8;4.7;18.4
664;Akron City Map;Akron;102;8.24;6.23;f;f;18;12;19.9;10;19.4
665;Gorilla Low Fat Cottage Cheese;Gorilla;15;8.79;6.78;f;f;21;8;20.3;17.8;19.3
666;Gorilla Low Fat Sour Cream;Gorilla;14;14.5;12.5;f;t;19;7;10.1;17.4;16.9
667;Gorilla Sour Cream;Gorilla;14;21.2;20.2;t;f;5;11;15.8;7.02;16.7
668;Gorilla Jack Cheese;Gorilla;11;21.9;18.8;t;f;27;14;19.8;11.7;5.87
669;Gorilla Muenster Cheese;Gorilla;11;19.4;18.3;t;t;3;8;11.5;15.3;18.4
670;Gorilla String Cheese;Gorilla;11;18.2;15.2;t;t;14;6;8.36;13.2;3.16
671;Gorilla Low Fat String Cheese;Gorilla;11;20.8;19.7;t;t;29;7;11.6;17;19.2
672;Gorilla Havarti Cheese;Gorilla;11;13.3;10.3;t;t;20;8;16.5;16.8;10.9
673;Gorilla Head Cheese;Gorilla;11;18.2;17.2;f;f;13;7;11.6;19.6;16.3
674;Gorilla Cheese Spread;Gorilla;11;21.1;20.1;t;t;30;9;10;7.9;4.79
675;Gorilla Sharp Cheddar Cheese;Gorilla;11;13.1;10.1;t;t;24;13;22.6;16.5;9.17
676;Gorilla Mild Cheddar Cheese;Gorilla;11;8.86;6.85;t;t;5;10;22;8.7;14.9
677;Gorilla Large Curd Cottage Cheese;Gorilla;15;8.58;6.57;t;f;16;5;10.1;14.2;7.27
678;Gorilla 2% Milk;Gorilla;76;14.3;13.3;t;f;3;14;21.1;7.13;14.8
679;Gorilla Buttermilk;Gorilla;76;20.3;17.2;t;f;31;12;9.6;6.43;13
680;Gorilla Chocolate Milk;Gorilla;76;13.4;10.3;t;f;3;12;15.2;22.6;15.1
681;Gorilla 1% Milk;Gorilla;76;9.43;8.43;t;f;20;11;13;5.66;6.42
682;Gorilla Whole Milk;Gorilla;76;10.4;7.39;t;f;14;9;16.2;16.8;21.1
683;Gorilla Strawberry Yogurt;Gorilla;6;8.58;5.57;t;f;20;9;7.16;21.1;6.7
684;Gorilla Blueberry Yogurt;Gorilla;6;9.71;7.71;t;t;18;12;16.7;7.13;13.1
685;Cutting Edge Chicken Hot Dogs;Cutting Edge;81;18.2;17.2;f;t;9;7;20.1;15.7;4.84
686;Cutting Edge Pimento Loaf;Cutting Edge;91;12.5;9.5;t;f;34;10;4.1;5.65;8.5
687;Cutting Edge Beef Bologna;Cutting Edge;91;7.67;4.67;f;f;35;13;3.52;7.82;4.38
688;Cutting Edge Low Fat Bologna;Cutting Edge;91;12.9;11.8;f;t;13;9;22.3;18.4;19.6
689;Cutting Edge Turkey Hot Dogs;Cutting Edge;81;21.9;19.8;t;f;7;12;8.13;12.6;16.2
690;Cutting Edge Foot-Long Hot Dogs;Cutting Edge;81;6.68;5.67;f;t;34;8;22.4;20.7;17.8
691;Cutting Edge Low Fat Cole Slaw;Cutting Edge;16;9.66;6.65;f;f;34;14;19.7;15.7;16.3
692;Cutting Edge Cole Slaw;Cutting Edge;16;6.19;4.19;t;t;23;9;6.78;16.9;14.1
693;Cutting Edge Roasted Chicken;Cutting Edge;77;15.6;14.6;f;t;25;6;14.9;16.7;15.5
694;Cutting Edge Corned Beef;Cutting Edge;8;11.2;9.19;f;t;29;11;5.75;5.61;3.81
695;Cutting Edge Sliced Turkey;Cutting Edge;8;12.9;9.89;t;t;3;13;14.3;12.6;7.68
696;Cutting Edge Sliced Ham;Cutting Edge;8;19.6;17.6;t;t;24;9;20;22.2;7.48
697;Cutting Edge Potato Salad;Cutting Edge;16;8.47;7.47;t;t;35;8;5.31;19.5;10.3
698;Cutting Edge Sliced Chicken;Cutting Edge;8;6.86;4.86;t;t;28;9;21;18.6;12.6
699;Jumbo Small Brown Eggs;Jumbo;66;21.7;19.7;f;t;4;7;17.8;16.6;17.3
700;Jumbo Large Brown Eggs;Jumbo;66;7.38;5.38;t;f;2;11;17.1;4.83;3.73
701;Jumbo Small Eggs;Jumbo;66;8.94;6.93;f;f;23;11;8.51;5.22;12.6
702;Jumbo Large Eggs;Jumbo;66;21.9;18.8;f;t;29;13;6.16;13;5.41
703;Jumbo Egg Substitute;Jumbo;66;7.62;5.61;t;f;3;13;15.5;15.6;9.28
704;Imagine Low Fat Waffles;Imagine;34;8.41;7.4;t;f;1;12;9.62;14.8;15.9
705;Imagine Orange Popsicles;Imagine;110;12.2;9.19;f;f;30;12;11.5;12;9.09
706;Imagine Frozen Chicken Breast;Imagine;100;11;8;f;t;24;9;15.6;22;11.7
707;Imagine Frozen Pancakes;Imagine;29;16.7;14.7;t;t;10;8;6.58;14.9;19.3
708;Imagine Low Fat French Fries;Imagine;63;9.79;8.78;t;t;33;9;22;5.8;3.43
709;Imagine Frozen Sausage Pizza;Imagine;64;16.9;14.8;t;t;16;5;18.5;15.4;10.5
710;Imagine Blueberry Waffles;Imagine;34;15.3;13.3;t;f;1;10;3.07;22.2;7.96
711;Imagine Fajita French Fries;Imagine;63;13.8;10.8;t;f;3;9;15.9;3.56;7.83
712;Imagine Waffles;Imagine;34;7.2;4.19;t;f;27;10;15.3;11.1;16.7
713;Imagine Frozen Pepperoni Pizza;Imagine;64;11;9;f;t;25;8;8.89;18.4;4.83
714;Imagine Frozen Cheese Pizza;Imagine;64;16.2;15.2;t;f;33;7;8.67;13.5;15
715;Imagine Frozen Mushroom Pizza;Imagine;64;6.88;4.88;t;t;24;13;4.45;17.6;12.3
716;Imagine Apple Cinnamon Waffles;Imagine;34;6.27;5.26;f;f;3;6;12;15.6;4.45
717;Imagine Frozen Carrots;Imagine;60;15.2;12.1;t;t;20;6;17.4;12;11
718;Imagine Turkey TV Dinner;Imagine;10;15;13;t;t;13;10;8.79;17.8;12.9
719;Imagine Chicken TV Dinner;Imagine;10;14.4;13.3;t;t;32;5;6.51;10.3;22.5
720;Imagine Beef TV Dinner;Imagine;10;9.18;7.18;f;t;10;13;12.7;16.8;16
721;Imagine Pancake Mix;Imagine;28;14.8;11.8;t;f;20;11;15.1;10.9;3.57
722;Imagine Grape Popsicles;Imagine;110;20.2;18.2;f;t;27;8;12.6;19.3;13.8
723;Imagine Home Style French Fries;Imagine;63;17.6;14.6;t;t;30;6;22.6;18.3;13.9
724;Imagine Lime Popsicles;Imagine;110;19.3;17.2;f;f;34;6;21.1;10.9;20.3
725;Imagine Ice Cream;Imagine;9;7.33;5.32;f;f;4;14;21.9;14.8;3.48
726;Imagine Ice Cream Sandwich;Imagine;9;8.47;6.47;f;t;5;9;20.1;19.6;10
727;Imagine Frozen Cauliflower;Imagine;60;21;19;t;t;8;8;6.41;20.8;10.4
728;Imagine Frozen Broccoli;Imagine;60;17.1;15.1;f;t;26;10;19.4;6.38;8.54
729;Imagine Frozen Corn;Imagine;60;17.7;15.7;t;t;4;12;17.2;7.89;12.5
730;Imagine Frozen Peas;Imagine;60;9.39;7.39;t;t;30;11;5.75;10.9;17.1
731;Imagine Popsicles;Imagine;9;13.7;10.6;f;f;9;11;9.89;4.82;20.1
732;Imagine Frozen Chicken Thighs;Imagine;100;9.91;7.9;t;f;9;7;21.8;17;8.21
733;Imagine Frozen Chicken Wings;Imagine;100;16.6;13.6;t;t;2;11;15.5;3.33;20.5
734;Imagine Lemon Popsicles;Imagine;110;19.1;16.1;f;f;10;14;20.5;7.11;11.5
735;Consolidated Silky Smooth Hair Conditioner;Consolidated;78;6.51;4.51;f;f;13;8;17.4;5.13;15.3
736;Consolidated Tartar Control Toothpaste;Consolidated;39;10.1;7.1;f;f;23;10;15.7;5.38;19.1
737;Consolidated Whitening Toothpast;Consolidated;39;11.6;9.6;t;f;2;8;20.9;4.36;8.75
738;Consolidated Toothpaste;Consolidated;39;7.12;4.11;t;f;34;8;16.7;19.5;5.17
739;Consolidated Deodorant;Consolidated;39;10.7;8.69;t;f;2;6;14.9;19.8;9.03
740;Consolidated Conditioning Shampoo;Consolidated;79;12.5;10.5;f;f;13;12;5.15;8.87;13.4
741;Consolidated Extra Moisture Shampoo;Consolidated;79;16.2;14.2;f;f;4;8;3.44;9.12;17.3
742;Consolidated Angled Toothbrush;Consolidated;88;11.7;10.6;f;f;14;10;19.2;4.35;13.7
743;Consolidated Apricot Shampoo;Consolidated;79;9.42;7.42;t;f;27;8;19;15.3;19.3
744;Consolidated Childrens Aspirin;Consolidated;70;13;11;t;f;1;9;17.3;15.6;3.21
745;Consolidated Buffered Aspirin;Consolidated;70;8.57;6.56;t;f;27;5;13.1;10.8;19.6
746;Consolidated 200 MG Ibuprofen;Consolidated;71;10;8;t;f;12;7;18.3;9.84;9.2
747;Consolidated 200 MG Acetominifen;Consolidated;72;13.6;11.6;t;f;15;5;16.6;10;13
748;Consolidated HCL Nasal Spray;Consolidated;73;9.19;6.18;t;f;6;10;12.4;5.32;9.48
749;Consolidated Dishwasher Detergent;Consolidated;73;12.8;10.8;t;f;16;12;10.6;5.58;13.3
750;Consolidated Multi-Symptom Cold Remedy;Consolidated;75;15.5;12.5;f;f;29;10;15.8;4.73;22.3
751;Consolidated Childrens Cold Remedy;Consolidated;75;11;9;f;f;26;10;11.6;19.9;18.7
752;Consolidated Laundry Detergent;Consolidated;74;14.7;12.6;f;f;29;8;9.9;20.2;22.6
753;Consolidated Mint Mouthwash;Consolidated;74;16.5;13.5;t;f;5;14;20;9.24;7.08
754;Cormorant 60 Watt Lightbulb;Cormorant;80;12;9;t;f;31;10;15.8;4.47;3.51
755;Cormorant Plastic Forks;Cormorant;56;15.6;13.6;t;f;6;12;14.1;4.72;7.36
756;Cormorant Plastic Spoons;Cormorant;56;17.1;16.1;t;f;19;9;19.3;3.7;16.9
757;Cormorant Plastic Knives;Cormorant;56;20.7;18.7;f;f;29;11;17.6;3.95;20.7
758;Cormorant C-Size Batteries;Cormorant;101;17.5;14.5;t;f;19;7;13.3;19.3;16.6
759;Cormorant 100 Watt Lightbulb;Cormorant;80;18;16;f;f;22;11;14.4;22.7;16.5
760;Cormorant AAA-Size Batteries;Cormorant;101;21.7;18.7;f;f;25;9;12.7;22.9;20.3
761;Cormorant Paper Plates;Cormorant;55;18.1;16.1;f;f;4;7;12.6;13.8;6.53
762;Cormorant Paper Cups;Cormorant;55;21.8;18.7;f;f;36;6;10.9;14;10.3
763;Cormorant 75 Watt Lightbulb;Cormorant;80;6.32;5.32;t;f;5;14;12;17.4;10.2
764;Cormorant Toilet Bowl Cleaner;Cormorant;22;15.9;13.8;f;f;32;7;8.31;19;4.2
765;Cormorant Counter Cleaner;Cormorant;22;19.6;16.6;f;f;36;6;6.6;19.2;8.06
766;Cormorant Glass Cleaner;Cormorant;22;20.1;18.1;t;f;3;9;7.71;22.6;7.91
767;Cormorant 25 Watt Lightbulb;Cormorant;80;16.9;15.8;t;f;2;8;12.5;3.52;8.92
768;Cormorant AA-Size Batteries;Cormorant;101;20.5;18.5;f;f;12;9;10.8;3.77;12.7
769;Cormorant D-Size Batteries;Cormorant;101;21;20;f;f;9;9;11.9;7.13;12.6
770;Cormorant Paper Towels;Cormorant;18;8.73;6.72;f;f;18;11;10.2;7.38;16.4
771;Cormorant Soft Napkins;Cormorant;18;21.1;20.1;t;f;26;5;10.1;18.2;22.6
772;Cormorant Scented Tissue;Cormorant;18;6.95;4.94;t;f;28;9;11.1;21.7;21.9
773;Cormorant Toilet Paper;Cormorant;18;10.6;7.6;t;f;32;7;9.45;22;5.8
774;Cormorant Tissues;Cormorant;18;6.11;4.11;t;f;29;7;5.25;17.2;22.2
775;Cormorant Scented Toilet Tissue;Cormorant;18;20.7;19.7;t;f;7;13;18.2;9.38;22.6
776;Cormorant Room Freshener;Cormorant;20;6.21;4.21;t;f;17;6;3.41;8.36;12.2
777;Cormorant Frying Pan;Cormorant;40;17.7;15.7;t;f;8;11;19.2;3.59;8.64
778;Cormorant Copper Cleaner;Cormorant;87;21.3;19.2;t;f;18;13;17.5;3.84;12.5
779;Cormorant Bees Wax Candles;Cormorant;47;8.09;5.09;f;f;30;11;22.6;3;21.5
780;Cormorant Silver Cleaner;Cormorant;87;19.5;18.5;f;f;21;7;18.4;18.2;17.9
781;Cormorant Copper Pot Scrubber;Cormorant;86;7.24;5.23;f;f;31;9;16.7;18.4;21.8
782;Cormorant Economy Toilet Brush;Cormorant;85;9.02;7.02;t;f;36;11;6.86;7.5;6.25
783;Cormorant Scissors;Cormorant;41;12.6;11.6;t;f;10;13;5.15;7.76;10.1
784;Cormorant Large Sponge;Cormorant;42;8.17;7.17;t;f;1;9;20.9;22.9;6.53
785;Cormorant Screw Driver;Cormorant;41;9.63;8.63;t;f;21;10;6.13;21.9;16
786;Footnote Extra Lean Hamburger;Footnote;65;13.2;11.1;f;f;25;9;4.42;22.2;19.9
787;Footnote Seasoned Hamburger;Footnote;65;13;11;f;t;32;11;7.55;7;11.7
788;Excel Monthly Sports Magazine;Excel;104;21;19;f;f;24;8;9.98;21.1;18.6
789;Excel Monthly Auto Magazine;Excel;108;19.7;18.7;t;f;12;7;21.4;22.1;19
790;Excel Monthly Computer Magazine;Excel;107;12.4;9.39;t;f;28;8;3.61;19.4;6.37
791;Excel Monthly Home Magazine;Excel;105;8.39;6.39;f;f;16;7;22.9;13.6;17.6
792;Excel Monthly Fashion Magazine;Excel;106;7.1;5.09;t;f;13;6;14.4;14.6;18
793;Ebony Summer Squash;Ebony;61;12;11;f;f;26;11;16.7;11.3;6.94
794;Ebony Corn on the Cob;Ebony;61;7.26;6.26;f;t;21;6;5.14;14.6;10.3
795;Ebony Asparagus;Ebony;61;21.6;20.6;f;t;12;11;20.6;20.3;20.1
796;Ebony Sweet Peas;Ebony;61;6.29;5.28;t;t;28;5;16.5;8.45;16.8
797;Ebony New Potatos;Ebony;61;7.96;4.96;t;t;8;8;5.76;22.1;5.72
798;Ebony Beets;Ebony;61;14.6;11.6;f;t;6;5;9.78;11.7;10.5
799;Ebony Prepared Salad;Ebony;61;20.8;18.7;t;f;30;12;3.16;10.2;22.9
800;Ebony Onions;Ebony;61;11.5;9.5;t;t;16;11;7.37;8.78;22.7
801;Ebony Green Pepper;Ebony;61;10.8;8.8;f;f;21;6;17.6;15.7;22.2
802;Ebony Shitake Mushrooms;Ebony;61;12.4;10.3;t;t;30;13;18.2;6.14;13.6
803;Ebony Lettuce;Ebony;61;21.4;19.3;f;t;18;13;4.15;9.25;5.21
804;Ebony Elephant Garlic;Ebony;61;7.48;4.48;f;f;6;7;6.92;16.3;6.44
805;Ebony Red Pepper;Ebony;61;16.9;13.8;f;t;14;9;14.3;20.5;7.88
806;Ebony Garlic;Ebony;61;8.1;6.1;t;f;32;13;21.1;13.5;7.53
807;Ebony Potatos;Ebony;61;21.1;20.1;f;f;33;13;8.7;6.98;22.8
808;Ebony Cauliflower;Ebony;61;19.4;17.3;t;f;6;9;14.1;18.2;15.2
809;Ebony Tomatos;Ebony;61;18.7;16.7;t;t;4;7;5.12;20.7;14.7
810;Ebony Mushrooms;Ebony;61;21.7;19.7;t;f;22;13;12.5;10.1;10.6
811;Ebony Baby Onion;Ebony;61;17.4;15.3;t;f;26;14;11.3;15.6;11.3
812;Ebony Dried Mushrooms;Ebony;61;20.9;18.8;t;f;28;11;21;21.7;17.1
813;Ebony Fresh Lima Beans;Ebony;61;14.3;11.3;t;f;30;8;9.16;21.5;18.6
814;Ebony Squash;Ebony;61;18.7;16.7;f;f;3;9;21.5;21;9.13
815;Ebony Limes;Ebony;99;11.7;9.69;f;f;8;7;8.6;17.4;10.7
816;Ebony Firm Tofu;Ebony;67;17.3;15.2;t;t;4;10;21.1;6.01;15.7
817;Ebony Almonds;Ebony;1;17.2;14.2;t;t;8;6;21;15.1;15.1
818;Ebony Macintosh Apples;Ebony;99;21.5;19.5;t;f;34;11;15.2;3.51;15.6
819;Ebony Golden Delcious Apples;Ebony;99;18.5;16.5;t;f;10;13;3.95;10.2;20.9
820;Ebony Red Delcious Apples;Ebony;99;7.36;5.36;f;f;2;13;20.4;15.3;11.3
821;Ebony Lemons;Ebony;99;7.65;5.65;t;f;28;14;22.7;10;15.6
822;Ebony Fancy Plums;Ebony;99;18.4;17.3;f;t;9;6;7.27;16.6;14.1
823;Ebony Plums;Ebony;99;7.28;6.28;t;t;25;13;13.8;16.1;22
824;Ebony Peaches;Ebony;99;19.3;16.2;t;t;9;5;4.02;19.1;20.5
825;Ebony Broccoli;Ebony;61;20;18;t;t;31;6;8.76;19.4;9.7
826;Ebony Mandarin Oranges;Ebony;99;9.79;7.78;t;f;29;11;9.83;6.84;14.7
827;Ebony Mixed Nuts;Ebony;1;8.29;7.28;t;f;20;6;22.3;10.3;4.66
828;Ebony Canned Peanuts;Ebony;1;19.4;17.3;f;t;32;8;10.9;22.4;3.04
829;Ebony Sweet Onion;Ebony;61;15.6;14.6;f;t;21;7;12.8;20.2;13.6
830;Ebony Cantelope;Ebony;99;8.11;7.1;f;f;9;8;18.8;17.8;12.7
831;Ebony Honey Dew;Ebony;99;8.79;6.78;f;t;2;8;4.84;20.4;6.91
832;Ebony Fuji Apples;Ebony;99;15;13;f;f;32;13;7.02;11.1;11.8
833;Ebony Walnuts;Ebony;1;18.8;16.7;f;f;25;10;9.68;3.9;5.01
834;Ebony Oranges;Ebony;99;9.96;7.96;f;t;32;5;17.5;10.2;14.6
835;Ebony Tangerines;Ebony;99;13.4;12.3;f;f;17;13;16.1;17.4;7.97
836;Ebony Party Nuts;Ebony;1;20.9;17.8;t;t;8;9;6.3;20.4;7.49
837;Curlew Lox;Curlew;24;8.97;6.97;f;f;19;13;6.38;8.74;10.6
838;Curlew Scallops;Curlew;2;6.87;3.86;f;t;4;10;20.4;17.8;8.06
839;Nationeel Low Fat Cookies;Nationeel;45;14.4;11.3;f;f;2;7;20.6;15.3;5.07
840;Nationeel BBQ Potato Chips;Nationeel;12;17;16;t;f;34;8;4.38;16.8;11.1
841;Nationeel Corn Chips;Nationeel;12;10.4;7.39;t;t;18;6;12.1;18.9;22.6
842;Nationeel Low Fat BBQ Chips;Nationeel;12;18.9;16.8;t;f;33;10;6.91;4.21;16.8
843;Nationeel Sugar Cookies;Nationeel;45;8.24;6.23;t;f;22;6;14.3;18.1;9.56
844;Nationeel Chocolate Chip Cookies;Nationeel;45;17.1;14.1;t;f;22;10;11.3;20.1;13.6
845;Nationeel Fudge Cookies;Nationeel;45;7.31;5.3;t;t;8;7;16.1;19.8;5.99
846;Nationeel Fudge Brownies;Nationeel;45;16.3;13.2;f;f;31;9;11.8;19.6;5.07
847;Nationeel Potato Chips;Nationeel;12;19.7;17.7;t;f;4;8;11.5;20.1;8.37
848;Nationeel Lemon Cookies;Nationeel;45;13.9;12.8;f;f;23;5;16.4;14.4;7.04
